"","session","id","round","effort","payoff","treatment","treatment_id","theta","w","z","k","p","good","bad","succ","fail"
"2572","6_3_15_12pm",74,9,0.29,19.16,"0.25-2-2-1",8,0.25,2,2,1,0.52,39.16,19.16,0,1
"1914","6_3_15_12pm",74,10,0.26,18.65,"1-2-2-2",22,1,2,2,2,0.13,38.65,18.65,0,1
"2202","6_3_15_12pm",74,11,0.28,9.22,"1-1-4-1",20,1,1,4,1,0.14,49.22,9.22,0,1
"2063","6_3_15_12pm",74,12,0.25,9.37,"0-1-2-1",1,0,1,2,1,0.625,29.38,9.38,0,1
"563","6_3_15_12pm",74,13,0,20,"1-2-4-1",23,1,2,4,1,0,60,20,0,1
"1014","6_3_15_12pm",74,14,0.29,38.32,"0-2-2-2",4,0,2,2,2,0.645,38.32,18.32,1,0
"653","6_3_15_12pm",74,15,0,20,"1-2-2-1",21,1,2,2,1,0,40,20,0,1
"1393","6_3_15_12pm",74,16,0.96,50.78,"0.5-2-4-1",14,0.5,2,4,1,0.73,50.78,10.78,1,0
"993","6_3_15_12pm",74,17,0.47,37.79,"0-2-2-1",3,0,2,2,1,0.735,37.79,17.79,1,0
"1093","6_3_15_12pm",74,18,0.97,10.59,"0.75-2-4-1",18,0.75,2,4,1,0.61,50.59,10.59,0,1
"2452","6_3_15_12pm",75,1,1,50,"0-2-4-1",5,0,2,4,1,1,50,10,1,0
"423","6_3_15_12pm",75,2,0,10,"1-1-2-1",19,1,1,2,1,0,30,10,0,1
"583","6_3_15_12pm",75,3,0,20,"1-2-4-1",23,1,2,4,1,0,60,20,0,1
"1293","6_3_15_12pm",75,4,1,30,"0.5-2-2-1",12,0.5,2,2,1,0.75,30,10,1,0
"693","6_3_15_12pm",75,5,0,20,"1-2-2-1",21,1,2,2,1,0,40,20,0,1
"1793","6_3_15_12pm",75,6,0.99,40.2,"0-1-4-1",2,0,1,4,1,0.995,40.2,0.2,1,0
"1133","6_3_15_12pm",75,7,1,50,"0.75-2-4-1",18,0.75,2,4,1,0.625,50,10,1,0
"1414","6_3_15_12pm",75,8,0.61,32.56,"0-2-2-2",4,0,2,2,2,0.805,32.56,12.56,1,0
"1615","6_3_15_12pm",75,9,0,20,"0.75-2-2-1",16,0.75,2,2,1,0.125,40,20,0,1
"2682","6_3_15_12pm",75,10,1,30,"0.25-2-2-1",8,0.25,2,2,1,0.875,30,10,1,0
"2103","6_3_15_12pm",75,11,0.64,25.9,"0-1-2-1",1,0,1,2,1,0.82,25.9,5.9,1,0
"2372","6_3_15_12pm",75,12,1,50,"0.25-2-4-1",10,0.25,2,4,1,0.875,50,10,1,0
"2162","6_3_15_12pm",75,13,1,0,"1-1-4-1",20,1,1,4,1,0.5,40,0,0,1
"1023","6_3_15_12pm",75,14,1,30,"0-2-2-1",3,0,2,2,1,1,30,10,1,0
"2913","6_3_15_12pm",75,15,0,20,"1-2-2-2",22,1,2,2,2,0,40,20,0,1
"1915","6_3_15_12pm",75,16,0,20,"1-2-4-2",24,1,2,4,2,0,60,20,0,1
"1423","6_3_15_12pm",75,17,1,50,"0.5-2-4-1",14,0.5,2,4,1,0.75,50,10,1,0
"873","6_3_15_12pm",75,18,1,40,"0-2-4-2",6,0,2,4,2,1,40,0,1,0
"514","6_3_15_12pm",76,1,0.73,54.67,"1-2-4-1",23,1,2,4,1,0.365,54.67,14.67,1,0
"1703","6_3_15_12pm",76,2,0.33,8.91,"0-1-4-1",2,0,1,4,1,0.665,48.91,8.91,0,1
"2642","6_3_15_12pm",76,3,0.41,18.32,"0.25-2-2-1",8,0.25,2,2,1,0.58,38.32,18.32,0,1
"2442","6_3_15_12pm",76,4,0.4,18.4,"0-2-4-1",5,0,2,4,1,0.7,58.4,18.4,0,1
"1223","6_3_15_12pm",76,5,0.38,18.56,"0.5-2-2-1",12,0.5,2,2,1,0.44,38.56,18.56,0,1
"1633","6_3_15_12pm",76,6,0.51,17.4,"0.75-2-2-1",16,0.75,2,2,1,0.38,37.4,17.4,0,1
"2073","6_3_15_12pm",76,7,0.33,28.91,"0-1-2-1",1,0,1,2,1,0.665,28.91,8.91,1,0
"723","6_3_15_12pm",76,8,0.84,32.94,"1-2-2-1",21,1,2,2,1,0.42,32.94,12.94,1,0
"414","6_3_15_12pm",76,9,0.47,7.79,"1-1-2-1",19,1,1,2,1,0.235,27.79,7.79,0,1
"2104","6_3_15_12pm",76,10,0.39,36.96,"0-2-2-2",4,0,2,2,2,0.695,36.96,16.96,1,0
"2213","6_3_15_12pm",76,11,0.19,9.64,"1-1-4-1",20,1,1,4,1,0.095,49.64,9.64,0,1
"1463","6_3_15_12pm",76,12,0.65,55.77,"0.5-2-4-1",14,0.5,2,4,1,0.575,55.77,15.77,1,0
"2342","6_3_15_12pm",76,13,0.45,57.98,"0.25-2-4-1",10,0.25,2,4,1,0.6,57.98,17.97,1,0
"823","6_3_15_12pm",76,14,0.32,57.95,"0-2-4-2",6,0,2,4,2,0.66,57.95,17.95,1,0
"2413","6_3_15_12pm",76,15,0,20,"1-2-2-2",22,1,2,2,2,0,40,20,0,1
"1833","6_3_15_12pm",76,16,0,20,"1-2-4-2",24,1,2,4,2,0,60,20,0,1
"1203","6_3_15_12pm",76,17,0.45,17.98,"0.75-2-4-1",18,0.75,2,4,1,0.35,57.98,17.97,0,1
"1053","6_3_15_12pm",76,18,0.63,36.03,"0-2-2-1",3,0,2,2,1,0.815,36.03,16.03,1,0
"1663","6_3_15_12pm",63,1,0.45,47.98,"0-1-4-1",2,0,1,4,1,0.725,47.98,7.97,1,0
"3812","6_3_15_12pm",63,2,0,10,"1-1-2-1",19,1,1,2,1,0,30,10,0,1
"1823","6_3_15_12pm",63,3,0.5,15,"1-2-4-2",24,1,2,4,2,0.25,55,15,0,1
"1514","6_3_15_12pm",63,4,0.77,34.07,"0.75-2-2-1",16,0.75,2,2,1,0.51,34.07,14.07,1,0
"2414","6_3_15_12pm",63,5,0.52,57.3,"0-2-4-1",5,0,2,4,1,0.76,57.3,17.3,1,0
"2182","6_3_15_12pm",63,6,0.65,5.77,"1-1-4-1",20,1,1,4,1,0.325,45.77,5.77,0,1
"2352","6_3_15_12pm",63,7,0.66,55.64,"0.25-2-4-1",10,0.25,2,4,1,0.705,55.64,15.64,1,0
"1105","6_3_15_12pm",63,8,0.5,17.5,"0.75-2-4-1",18,0.75,2,4,1,0.375,57.5,17.5,0,1
"2632","6_3_15_12pm",63,9,0.74,14.52,"0.25-2-2-1",8,0.25,2,2,1,0.745,34.52,14.52,0,1
"963","6_3_15_12pm",63,10,0.5,17.5,"0-2-2-1",3,0,2,2,1,0.75,37.5,17.5,0,1
"814","6_3_15_12pm",63,11,0.49,35.2,"0-2-2-2",4,0,2,2,2,0.745,35.2,15.2,1,0
"2053","6_3_15_12pm",63,12,0.51,27.4,"0-1-2-1",1,0,1,2,1,0.755,27.4,7.4,1,0
"893","6_3_15_12pm",63,13,0.5,55,"0-2-4-2",6,0,2,4,2,0.75,55,15,1,0
"2513","6_3_15_12pm",63,14,0.5,35,"1-2-2-2",22,1,2,2,2,0.25,35,15,1,0
"1303","6_3_15_12pm",63,15,0.5,37.5,"0.5-2-2-1",12,0.5,2,2,1,0.5,37.5,17.5,1,0
"603","6_3_15_12pm",63,16,0.5,57.5,"1-2-4-1",23,1,2,4,1,0.25,57.5,17.5,1,0
"753","6_3_15_12pm",63,17,0.5,17.5,"1-2-2-1",21,1,2,2,1,0.25,37.5,17.5,0,1
"1433","6_3_15_12pm",63,18,0.75,14.37,"0.5-2-4-1",14,0.5,2,4,1,0.625,54.38,14.38,0,1
"663","6_3_15_12pm",64,1,0.81,13.44,"1-2-2-1",21,1,2,2,1,0.405,33.44,13.44,0,1
"1873","6_3_15_12pm",64,2,0.66,11.29,"1-2-4-2",24,1,2,4,2,0.33,51.29,11.29,0,1
"1253","6_3_15_12pm",64,3,0.54,37.08,"0.5-2-2-1",12,0.5,2,2,1,0.52,37.08,17.08,1,0
"2422","6_3_15_12pm",64,4,0.92,51.54,"0-2-4-1",5,0,2,4,1,0.96,51.54,11.54,1,0
"714","6_3_15_12pm",64,5,0.58,33.27,"0-2-2-2",4,0,2,2,2,0.79,33.27,13.27,1,0
"793","6_3_15_12pm",64,6,0.69,50.48,"0-2-4-2",6,0,2,4,2,0.845,50.48,10.48,1,0
"2392","6_3_15_12pm",64,7,0.66,15.64,"0.25-2-4-1",10,0.25,2,4,1,0.705,55.64,15.64,0,1
"433","6_3_15_12pm",64,8,0,10,"1-1-2-1",19,1,1,2,1,0,30,10,0,1
"943","6_3_15_12pm",64,9,0.58,36.64,"0-2-2-1",3,0,2,2,1,0.79,36.64,16.64,1,0
"1415","6_3_15_12pm",64,10,0.7,55.1,"0.5-2-4-1",14,0.5,2,4,1,0.6,55.1,15.1,1,0
"1814","6_3_15_12pm",64,11,0.49,15.2,"1-2-2-2",22,1,2,2,2,0.245,35.2,15.2,0,1
"1983","6_3_15_12pm",64,12,0.5,7.5,"0-1-2-1",1,0,1,2,1,0.75,27.5,7.5,0,1
"2562","6_3_15_12pm",64,13,0.57,16.75,"0.25-2-2-1",8,0.25,2,2,1,0.66,36.75,16.75,0,1
"1783","6_3_15_12pm",64,14,0.72,44.82,"0-1-4-1",2,0,1,4,1,0.86,44.82,4.82,1,0
"573","6_3_15_12pm",64,15,0.77,54.07,"1-2-4-1",23,1,2,4,1,0.385,54.07,14.07,1,0
"1173","6_3_15_12pm",64,16,0.66,15.64,"0.75-2-4-1",18,0.75,2,4,1,0.455,55.64,15.64,0,1
"1603","6_3_15_12pm",64,17,0.62,36.16,"0.75-2-2-1",16,0.75,2,2,1,0.435,36.16,16.16,1,0
"2242","6_3_15_12pm",64,18,0.53,7.19,"1-1-4-1",20,1,1,4,1,0.265,47.19,7.19,0,1
"1723","6_3_15_12pm",65,1,0.7,45.1,"0-1-4-1",2,0,1,4,1,0.85,45.1,5.1,1,0
"2514","6_3_15_12pm",65,2,0.69,55.24,"0-2-4-1",5,0,2,4,1,0.845,55.24,15.24,1,0
"1314","6_3_15_12pm",65,3,1,30,"0.5-2-2-1",12,0.5,2,2,1,0.75,30,10,1,0
"1453","6_3_15_12pm",65,4,1,50,"0.5-2-4-1",14,0.5,2,4,1,0.75,50,10,1,0
"483","6_3_15_12pm",65,5,1,50,"1-2-4-1",23,1,2,4,1,0.5,50,10,1,0
"1853","6_3_15_12pm",65,6,0.5,15,"1-2-4-2",24,1,2,4,2,0.25,55,15,0,1
"2613","6_3_15_12pm",65,7,1,30,"0.25-2-2-1",8,0.25,2,2,1,0.875,30,10,1,0
"633","6_3_15_12pm",65,8,0,20,"1-2-2-1",21,1,2,2,1,0,40,20,0,1
"2713","6_3_15_12pm",65,9,0.5,15,"1-2-2-2",22,1,2,2,2,0.25,35,15,0,1
"914","6_3_15_12pm",65,10,0.71,34.96,"0-2-2-1",3,0,2,2,1,0.855,34.96,14.96,1,0
"403","6_3_15_12pm",65,11,0.68,25.38,"1-1-2-1",19,1,1,2,1,0.34,25.38,5.38,1,0
"2015","6_3_15_12pm",65,12,0.69,25.24,"0-1-2-1",1,0,1,2,1,0.845,25.24,5.24,1,0
"615","6_3_15_12pm",65,13,0.63,32.06,"0-2-2-2",4,0,2,2,2,0.815,32.06,12.06,1,0
"1543","6_3_15_12pm",65,14,0.56,16.86,"0.75-2-2-1",16,0.75,2,2,1,0.405,36.86,16.86,0,1
"2152","6_3_15_12pm",65,15,1,0,"1-1-4-1",20,1,1,4,1,0.5,40,0,0,1
"783","6_3_15_12pm",65,16,0.74,49.05,"0-2-4-2",6,0,2,4,2,0.87,49.05,9.05,1,0
"2292","6_3_15_12pm",65,17,0.85,12.78,"0.25-2-4-1",10,0.25,2,4,1,0.8,52.77,12.78,0,1
"1073","6_3_15_12pm",65,18,1,50,"0.75-2-4-1",18,0.75,2,4,1,0.625,50,10,1,0
"1003","6_3_15_12pm",66,1,0.5,40,"0-2-2-1",3,0,2,2,1,0.75,37.5,17.5,1,0
"1893","6_3_15_12pm",66,2,0.7,50.2,"1-2-4-2",24,1,2,4,2,0.35,50.2,10.2,1,0
"2262","6_3_15_12pm",66,3,0.49,17.6,"0.25-2-4-1",10,0.25,2,4,1,0.62,57.6,17.6,0,1
"1643","6_3_15_12pm",66,4,0.7,15.1,"0.75-2-2-1",16,0.75,2,2,1,0.475,35.1,15.1,0,1
"843","6_3_15_12pm",66,5,0.47,55.58,"0-2-4-2",6,0,2,4,2,0.735,55.58,15.58,1,0
"733","6_3_15_12pm",66,6,1,10,"1-2-2-1",21,1,2,2,1,0.5,30,10,0,1
"2132","6_3_15_12pm",66,7,0.5,7.5,"1-1-4-1",20,1,1,4,1,0.25,47.5,7.5,0,1
"1273","6_3_15_12pm",66,8,0.54,17.08,"0.5-2-2-1",12,0.5,2,2,1,0.52,37.08,17.08,0,1
"1063","6_3_15_12pm",66,9,1,50,"0.75-2-4-1",18,0.75,2,4,1,0.625,50,10,1,0
"2083","6_3_15_12pm",66,10,0.51,27.4,"0-1-2-1",1,0,1,2,1,0.755,27.4,7.4,1,0
"1693","6_3_15_12pm",66,11,0.7,45.1,"0-1-4-1",2,0,1,4,1,0.85,45.1,5.1,1,0
"2592","6_3_15_12pm",66,12,0.62,16.16,"0.25-2-2-1",8,0.25,2,2,1,0.685,36.16,16.16,0,1
"3013","6_3_15_12pm",66,13,0,20,"1-2-2-2",22,1,2,2,2,0,40,20,0,1
"3513","6_3_15_12pm",66,14,0.7,25.1,"1-1-2-1",19,1,1,2,1,0.35,25.1,5.1,1,0
"915","6_3_15_12pm",66,15,0.5,35,"0-2-2-2",4,0,2,2,2,0.75,35,15,1,0
"463","6_3_15_12pm",66,16,1,10,"1-2-4-1",23,1,2,4,1,0.5,50,10,0,1
"1473","6_3_15_12pm",66,17,0.64,55.9,"0.5-2-4-1",14,0.5,2,4,1,0.57,55.9,15.9,1,0
"2542","6_3_15_12pm",66,18,1,50,"0-2-4-1",5,0,2,4,1,1,50,10,1,0
"933","6_3_15_12pm",67,1,0.54,37.08,"0-2-2-1",3,0,2,2,1,0.77,37.08,17.08,1,0
"593","6_3_15_12pm",67,2,1,50,"1-2-4-1",23,1,2,4,1,0.5,50,10,1,0
"1215","6_3_15_12pm",67,3,0.84,12.94,"0.5-2-2-1",12,0.5,2,2,1,0.67,32.94,12.94,0,1
"1623","6_3_15_12pm",67,4,0.81,13.44,"0.75-2-2-1",16,0.75,2,2,1,0.53,33.44,13.44,0,1
"683","6_3_15_12pm",67,5,0.01,20,"1-2-2-1",21,1,2,2,1,0.005,40,20,0,1
"773","6_3_15_12pm",67,6,0.5,15,"0-2-4-2",6,0,2,4,2,0.75,55,15,0,1
"2622","6_3_15_12pm",67,7,0.86,32.6,"0.25-2-2-1",8,0.25,2,2,1,0.805,32.6,12.6,1,0
"2402","6_3_15_12pm",67,8,0.7,55.1,"0.25-2-4-1",10,0.25,2,4,1,0.725,55.1,15.1,1,0
"1115","6_3_15_12pm",67,9,0.5,15,"0-2-2-2",4,0,2,2,2,0.75,35,15,0,1
"1123","6_3_15_12pm",67,10,0.17,19.71,"0.75-2-4-1",18,0.75,2,4,1,0.21,59.71,19.71,0,1
"2113","6_3_15_12pm",67,11,0.16,9.74,"1-1-4-1",20,1,1,4,1,0.08,49.74,9.74,0,1
"1363","6_3_15_12pm",67,12,1,50,"0.5-2-4-1",14,0.5,2,4,1,0.75,50,10,1,0
"2552","6_3_15_12pm",67,13,0.48,57.7,"0-2-4-1",5,0,2,4,1,0.74,57.7,17.7,1,0
"1803","6_3_15_12pm",67,14,0.58,46.64,"0-1-4-1",2,0,1,4,1,0.79,46.64,6.64,1,0
"3213","6_3_15_12pm",67,15,0.33,8.91,"1-1-2-1",19,1,1,2,1,0.165,28.91,8.91,0,1
"1863","6_3_15_12pm",67,16,0.45,15.95,"1-2-4-2",24,1,2,4,2,0.225,55.95,15.95,0,1
"2093","6_3_15_12pm",67,17,0.65,25.77,"0-1-2-1",1,0,1,2,1,0.825,25.78,5.77,1,0
"2813","6_3_15_12pm",67,18,0.5,15,"1-2-2-2",22,1,2,2,2,0.25,35,15,0,1
"953","6_3_15_12pm",68,1,0.6,36.4,"0-2-2-1",3,0,2,2,1,0.8,36.4,16.4,1,0
"2222","6_3_15_12pm",68,2,0.92,41.54,"1-1-4-1",20,1,1,4,1,0.46,41.54,1.54,1,0
"3113","6_3_15_12pm",68,3,0.8,3.6,"1-1-2-1",19,1,1,2,1,0.4,23.6,3.6,0,1
"703","6_3_15_12pm",68,4,0.83,13.11,"1-2-2-1",21,1,2,2,1,0.415,33.11,13.11,0,1
"1443","6_3_15_12pm",68,5,0.85,52.78,"0.5-2-4-1",14,0.5,2,4,1,0.675,52.77,12.78,1,0
"2302","6_3_15_12pm",68,6,0.15,59.77,"0.25-2-4-1",10,0.25,2,4,1,0.45,59.77,19.77,1,0
"473","6_3_15_12pm",68,7,0.57,56.75,"1-2-4-1",23,1,2,4,1,0.285,56.75,16.75,1,0
"1773","6_3_15_12pm",68,8,0.53,47.19,"0-1-4-1",2,0,1,4,1,0.765,47.19,7.19,1,0
"396","6_3_15_12pm",68,9,0.22,39.03,"0-2-2-2",4,0,2,2,2,0.61,39.03,19.03,1,0
"2114","6_3_15_12pm",68,10,0.5,15,"1-2-2-2",22,1,2,2,2,0.25,35,15,0,1
"1953","6_3_15_12pm",68,11,0.75,48.75,"1-2-4-2",24,1,2,4,2,0.375,48.75,8.75,1,0
"2043","6_3_15_12pm",68,12,0.32,28.98,"0-1-2-1",1,0,1,2,1,0.66,28.98,8.98,1,0
"763","6_3_15_12pm",68,13,0.5,55,"0-2-4-2",6,0,2,4,2,0.75,55,15,1,0
"1143","6_3_15_12pm",68,14,0.72,54.82,"0.75-2-4-1",18,0.75,2,4,1,0.485,54.82,14.82,1,0
"2652","6_3_15_12pm",68,15,0.69,15.24,"0.25-2-2-1",8,0.25,2,2,1,0.72,35.24,15.24,0,1
"1243","6_3_15_12pm",68,16,0.8,33.6,"0.5-2-2-1",12,0.5,2,2,1,0.65,33.6,13.6,1,0
"1653","6_3_15_12pm",68,17,0.91,31.72,"0.75-2-2-1",16,0.75,2,2,1,0.58,31.72,11.72,1,0
"2522","6_3_15_12pm",68,18,0.5,57.5,"0-2-4-1",5,0,2,4,1,0.75,57.5,17.5,1,0
"2172","6_3_15_12pm",69,1,0.24,9.42,"1-1-4-1",20,1,1,4,1,0.12,49.42,9.42,0,1
"1553","6_3_15_12pm",69,2,0.51,17.4,"0.75-2-2-1",16,0.75,2,2,1,0.38,37.4,17.4,0,1
"1233","6_3_15_12pm",69,3,0.78,13.92,"0.5-2-2-1",12,0.5,2,2,1,0.64,33.92,13.92,0,1
"743","6_3_15_12pm",69,4,0.64,35.9,"1-2-2-1",21,1,2,2,1,0.32,35.9,15.9,1,0
"1503","6_3_15_12pm",69,5,0.72,14.82,"0.5-2-4-1",14,0.5,2,4,1,0.61,54.82,14.82,0,1
"1715","6_3_15_12pm",69,6,1,20,"1-2-2-2",22,1,2,2,2,0.5,20,0,1,0
"1943","6_3_15_12pm",69,7,1,40,"1-2-4-2",24,1,2,4,2,0.5,40,0,1,0
"503","6_3_15_12pm",69,8,1,10,"1-2-4-1",23,1,2,4,1,0.5,50,10,0,1
"803","6_3_15_12pm",69,9,1,40,"0-2-4-2",6,0,2,4,2,1,40,0,1,0
"2362","6_3_15_12pm",69,10,1,50,"0.25-2-4-1",10,0.25,2,4,1,0.875,50,10,1,0
"515","6_3_15_12pm",69,11,1,20,"0-2-2-2",4,0,2,2,2,1,20,0,1,0
"453","6_3_15_12pm",69,12,0.96,0.78,"1-1-2-1",19,1,1,2,1,0.48,20.78,0.78,0,1
"1163","6_3_15_12pm",69,13,1,50,"0.75-2-4-1",18,0.75,2,4,1,0.625,50,10,1,0
"2532","6_3_15_12pm",69,14,1,50,"0-2-4-1",5,0,2,4,1,1,50,10,1,0
"1753","6_3_15_12pm",69,15,1,40,"0-1-4-1",2,0,1,4,1,1,40,0,1,0
"2582","6_3_15_12pm",69,16,0.99,30.2,"0.25-2-2-1",8,0.25,2,2,1,0.87,30.2,10.2,1,0
"2023","6_3_15_12pm",69,17,0.74,24.52,"0-1-2-1",1,0,1,2,1,0.87,24.52,4.52,1,0
"983","6_3_15_12pm",69,18,1,30,"0-2-2-1",3,0,2,2,1,1,30,10,1,0
"903","6_3_15_12pm",70,1,0.18,59.35,"0-2-4-2",6,0,2,4,2,0.59,59.35,19.35,1,0
"1763","6_3_15_12pm",70,2,0.42,48.24,"0-1-4-1",2,0,1,4,1,0.71,48.24,8.24,1,0
"1333","6_3_15_12pm",70,3,0.74,14.52,"0.5-2-2-1",12,0.5,2,2,1,0.62,34.52,14.52,0,1
"2502","6_3_15_12pm",70,4,0.53,17.19,"0-2-4-1",5,0,2,4,1,0.765,57.19,17.19,0,1
"1843","6_3_15_12pm",70,5,0,20,"1-2-4-2",24,1,2,4,2,0,60,20,0,1
"1493","6_3_15_12pm",70,6,0.27,19.27,"0.5-2-4-1",14,0.5,2,4,1,0.385,59.27,19.27,0,1
"2382","6_3_15_12pm",70,7,0.35,18.77,"0.25-2-4-1",10,0.25,2,4,1,0.55,58.78,18.77,0,1
"715","6_3_15_12pm",70,8,0,20,"1-2-2-1",21,1,2,2,1,0,40,20,0,1
"1993","6_3_15_12pm",70,9,0.49,27.6,"0-1-2-1",1,0,1,2,1,0.745,27.6,7.6,1,0
"2614","6_3_15_12pm",70,10,0,20,"1-2-2-2",22,1,2,2,2,0,40,20,0,1
"2672","6_3_15_12pm",70,11,0.55,36.97,"0.25-2-2-1",8,0.25,2,2,1,0.65,36.97,16.98,1,0
"553","6_3_15_12pm",70,12,0,20,"1-2-4-1",23,1,2,4,1,0,60,20,0,1
"1563","6_3_15_12pm",70,13,0,20,"0.75-2-2-1",16,0.75,2,2,1,0.125,40,20,0,1
"3313","6_3_15_12pm",70,14,0,10,"1-1-2-1",19,1,1,2,1,0,30,10,0,1
"973","6_3_15_12pm",70,15,0.53,37.19,"0-2-2-1",3,0,2,2,1,0.765,37.19,17.19,1,0
"2142","6_3_15_12pm",70,16,0,10,"1-1-4-1",20,1,1,4,1,0,50,10,0,1
"1193","6_3_15_12pm",70,17,0.89,12.08,"0.75-2-4-1",18,0.75,2,4,1,0.57,52.08,12.08,0,1
"1315","6_3_15_12pm",70,18,0.42,36.47,"0-2-2-2",4,0,2,2,2,0.71,36.47,16.47,1,0
"2192","6_3_15_12pm",71,1,1,40,"1-1-4-1",20,1,1,4,1,0.5,40,0,1,0
"815","6_3_15_12pm",71,2,0.7,10.2,"0-2-4-2",6,0,2,4,2,0.85,50.2,10.2,0,1
"1015","6_3_15_12pm",71,3,0.63,36.03,"0-2-2-1",3,0,2,2,1,0.815,36.03,16.03,1,0
"1683","6_3_15_12pm",71,4,0.84,42.94,"0-1-4-1",2,0,1,4,1,0.92,42.94,2.94,1,0
"2472","6_3_15_12pm",71,5,0.77,54.07,"0-2-4-1",5,0,2,4,1,0.885,54.07,14.07,1,0
"543","6_3_15_12pm",71,6,1,50,"1-2-4-1",23,1,2,4,1,0.5,50,10,1,0
"1883","6_3_15_12pm",71,7,0.7,10.2,"1-2-4-2",24,1,2,4,2,0.35,50.2,10.2,0,1
"2313","6_3_15_12pm",71,8,0,20,"1-2-2-2",22,1,2,2,2,0,40,20,0,1
"2692","6_3_15_12pm",71,9,0.69,35.24,"0.25-2-2-1",8,0.25,2,2,1,0.72,35.24,15.24,1,0
"415","6_3_15_12pm",71,10,0.33,17.82,"0-2-2-2",4,0,2,2,2,0.665,37.82,17.82,0,1
"2314","6_3_15_12pm",71,11,0.96,50.78,"0.25-2-4-1",10,0.25,2,4,1,0.855,50.78,10.78,1,0
"1973","6_3_15_12pm",71,12,0.7,5.1,"0-1-2-1",1,0,1,2,1,0.85,25.1,5.1,0,1
"1533","6_3_15_12pm",71,13,1,30,"0.75-2-2-1",16,0.75,2,2,1,0.625,30,10,1,0
"1083","6_3_15_12pm",71,14,1,50,"0.75-2-4-1",18,0.75,2,4,1,0.625,50,10,1,0
"443","6_3_15_12pm",71,15,0,10,"1-1-2-1",19,1,1,2,1,0,30,10,0,1
"1353","6_3_15_12pm",71,16,0.51,17.4,"0.5-2-2-1",12,0.5,2,2,1,0.505,37.4,17.4,0,1
"1383","6_3_15_12pm",71,17,1,10,"0.5-2-4-1",14,0.5,2,4,1,0.75,50,10,0,1
"643","6_3_15_12pm",71,18,1,10,"1-2-2-1",21,1,2,2,1,0.5,30,10,0,1
"1815","6_3_15_12pm",72,1,0.7,10.2,"1-2-4-2",24,1,2,4,2,0.35,50.2,10.2,0,1
"2332","6_3_15_12pm",72,2,0.77,54.07,"0.25-2-4-1",10,0.25,2,4,1,0.76,54.07,14.07,1,0
"853","6_3_15_12pm",72,3,0.49,55.2,"0-2-4-2",6,0,2,4,2,0.745,55.2,15.2,1,0
"1573","6_3_15_12pm",72,4,0.69,15.24,"0.75-2-2-1",16,0.75,2,2,1,0.47,35.24,15.24,0,1
"523","6_3_15_12pm",72,5,0.97,10.59,"1-2-4-1",23,1,2,4,1,0.485,50.59,10.59,0,1
"623","6_3_15_12pm",72,6,0.32,38.98,"1-2-2-1",21,1,2,2,1,0.16,38.98,18.98,1,0
"1323","6_3_15_12pm",72,7,0.61,36.28,"0.5-2-2-1",12,0.5,2,2,1,0.555,36.28,16.28,1,0
"3413","6_3_15_12pm",72,8,0.31,9.04,"1-1-2-1",19,1,1,2,1,0.155,29.04,9.04,0,1
"2033","6_3_15_12pm",72,9,0.37,28.63,"0-1-2-1",1,0,1,2,1,0.685,28.63,8.63,1,0
"1743","6_3_15_12pm",72,10,0.43,48.15,"0-1-4-1",2,0,1,4,1,0.715,48.15,8.15,1,0
"1153","6_3_15_12pm",72,11,0.44,58.06,"0.75-2-4-1",18,0.75,2,4,1,0.345,58.06,18.06,1,0
"2252","6_3_15_12pm",72,12,0.31,9.04,"1-1-4-1",20,1,1,4,1,0.155,49.04,9.04,0,1
"2462","6_3_15_12pm",72,13,0.4,18.4,"0-2-4-1",5,0,2,4,1,0.7,58.4,18.4,0,1
"2662","6_3_15_12pm",72,14,0.44,38.06,"0.25-2-2-1",8,0.25,2,2,1,0.595,38.06,18.06,1,0
"1403","6_3_15_12pm",72,15,0.54,57.08,"0.5-2-4-1",14,0.5,2,4,1,0.52,57.08,17.08,1,0
"1515","6_3_15_12pm",72,16,0.38,37.11,"0-2-2-2",4,0,2,2,2,0.69,37.11,17.11,1,0
"1033","6_3_15_12pm",72,17,0.44,38.06,"0-2-2-1",3,0,2,2,1,0.72,38.06,18.06,1,0
"2214","6_3_15_12pm",72,18,0.22,19.03,"1-2-2-2",22,1,2,2,2,0.11,39.03,19.03,0,1
"1106","6_4_15_12pm",77,1,0.42,18.24,"1-2-2-1",21,1,2,2,1,0.21,38.24,18.24,0,1
"1916","6_4_15_12pm",77,2,0.35,17.55,"1-2-2-2",22,1,2,2,2,0.175,37.55,17.55,0,1
"3114","6_4_15_12pm",77,3,0.66,15.64,"1-2-4-1",23,1,2,4,1,0.33,55.64,15.64,0,1
"516","6_4_15_12pm",77,4,0.41,38.32,"0-2-2-1",3,0,2,2,1,0.705,38.32,18.32,1,0
"754","6_4_15_12pm",77,5,0.46,55.77,"0-2-4-2",6,0,2,4,2,0.73,55.77,15.77,1,0
"824","6_4_15_12pm",77,6,0.98,0.79,"1-2-4-2",24,1,2,4,2,0.49,40.79,0.79,0,1
"1004","6_4_15_12pm",77,7,0.5,47.5,"0-1-4-1",2,0,1,4,1,0.75,47.5,7.5,1,0
"1094","6_4_15_12pm",77,8,0.77,34.07,"0.75-2-2-1",16,0.75,2,2,1,0.51,34.07,14.07,1,0
